interaction_id,comment_id,likes_count,timestamp,user_id,post_id,interaction_type,platform,topic,label_source,label
14,UgwElgPjoXaV4DH4SmJ4AaABAg,5,1764201600,yt_user_TheConcepts-සංකල්ප-l8v,yt_video_1,comment,youtube,politics,manual,Normal
15,UgymTFVy5QEWttylDW94AaABAg,1,1764201600,yt_user_LaSLMax,yt_video_1,comment,youtube,politics,manual,Normal
16,UgzKm1A4zdAn9oTbdvR4AaABAg,1,1764201600,yt_user_ධර්මතුංගදිසානායක,yt_video_1,comment,youtube,politics,manual,Normal
17,UgzphRVHQMcIXWJgRGh4AaABAg,3,1764201600,yt_user_katsullivan,yt_video_1,comment,youtube,politics,manual,Hate
18,Ugwcl-iMpYGpcM1sjVB4AaABAg,1,1764201600,yt_user_NethmiNisansala-v3i7i,yt_video_1,comment,youtube,politics,manual,Hate
19,UgxoDBPhmMYFWzs4YPB4AaABAg,0,1764201600,yt_user_gayanhettiarachchi-q2k,yt_video_1,comment,youtube,politics,manual,Normal
20,UgwhuzLYdMTQJcQP6n94AaABAg,1,1764201600,yt_user_avenom3877,yt_video_1,comment,youtube,politics,manual,Normal
21,UgyAqp4mA_fyGyIzkcF4AaABAg,4,1764201600,yt_user_hashmilasewwandi9118,yt_video_1,comment,youtube,politics,manual,Normal
22,UgyVuVdLrEa7efL8jId4AaABAg,1,1764201600,yt_user_ilovenaturevibe,yt_video_1,comment,youtube,politics,manual,Hate
23,Ugzm3c3fe4p_7xPfw0R4AaABAg,36,1764201600,yt_user_КАКАЅНІ,yt_video_1,comment,youtube,politics,manual,Hate
24,Ugzm3c3fe4p_7xPfw0R4AaABAg.AQ-KswCcnv6AQ0HsatbYlp,3,1764201600,yt_user_CharukaNawodaya,yt_video_1,comment,youtube,politics,manual,Normal
25,Ugzm3c3fe4p_7xPfw0R4AaABAg.AQ-KswCcnv6AQ0cuE8kSSH,0,1764201600,yt_user_Mango-m5m,yt_video_1,comment,youtube,politics,manual,Normal
26,UgxAn3-mr8RoKAo60lR4AaABAg,17,1764201600,yt_user_JodhaBan,yt_video_1,comment,youtube,politics,manual,Normal
27,UgxAn3-mr8RoKAo60lR4AaABAg.AQ-K0I4m2RzAQ-qNIy_XQG,0,1764201600,yt_user_kumapixchannel,yt_video_1,comment,youtube,politics,manual,Hate
28,UgwMHmNPs2kUbdgJyu94AaABAg,9,1764201600,yt_user_ManojPSKarunarathne,yt_video_1,comment,youtube,politics,manual,Normal
29,UgwMHmNPs2kUbdgJyu94AaABAg.AQ-C4-dkos4AQ8fa7tuVOa,1,1764547200,yt_user_gamakumburejayalath3177,yt_video_1,comment,youtube,politics,manual,Hate
30,UgwMHmNPs2kUbdgJyu94AaABAg.AQ-C4-dkos4AQ8z4jby7sK,1,1764547200,yt_user_ThissaAdasuriya,yt_video_1,comment,youtube,politics,manual,Hate
31,Ugw1zZGqZcm4GIBTW5F4AaABAg,16,1764201600,yt_user_kasunmalinga3412,yt_video_1,comment,youtube,politics,manual,Hate
32,Ugw1zZGqZcm4GIBTW5F4AaABAg.AQ-4vU9lfI0AQ8yV0mIQrp,0,1764547200,yt_user_ThissaAdasuriya,yt_video_1,comment,youtube,politics,manual,Hate
33,UgwI8CXlZ770XXwJYW54AaABAg,11,1764201600,yt_user_KesarinduManamperi,yt_video_1,comment,youtube,politics,manual,Hate
34,UgwI8CXlZ770XXwJYW54AaABAg.AQ-0hKtgdLyAQ-qPLDOYLz,1,1764201600,yt_user_kumapixchannel,yt_video_1,comment,youtube,politics,manual,Hate
35,UgwI8CXlZ770XXwJYW54AaABAg.AQ-0hKtgdLyAQ0csiDZvjN,2,1764201600,yt_user_නරේන්ද්රෂරීෆ්,yt_video_1,comment,youtube,politics,manual,Hate
36,UgxqCE_oGEx493rP_td4AaABAg,0,1760227200,yt_user_nethsarakavind33445,yt_video_2,comment,youtube,politics,manual,Hate
37,UgzNrqQU0yVvMFnZeB54AaABAg,0,1760227200,yt_user_pramithakumari8151,yt_video_2,comment,youtube,politics,manual,Hate
38,Ugy8wGe9cGJbuaJ3uLh4AaABAg,0,1760227200,yt_user_induganga-h4k,yt_video_2,comment,youtube,politics,manual,Hate
39,UgzzJBNl8sYSbXz_5D54AaABAg,0,1760227200,yt_user_GaminiHettiarachchi-r9b,yt_video_2,comment,youtube,politics,manual,Hate
40,Ugwtbtl4E_pEsB5_6Dx4AaABAg,0,1760227200,yt_user_GaminiHettiarachchi-r9b,yt_video_2,comment,youtube,politics,manual,Hate
41,UgxK8uPY9UlDv-nPU9t4AaABAg,0,1760227200,yt_user_Kuscota_Scenes,yt_video_2,comment,youtube,politics,manual,Normal
42,UgwU1eJnW3_gB74Xe-h4AaABAg,0,1760227200,yt_user_amalperera3074,yt_video_2,comment,youtube,politics,manual,Hate
43,Ugz6FApip2FpAVXXWBZ4AaABAg,3,1760227200,yt_user_SandeeshSewanagala,yt_video_2,comment,youtube,politics,manual,Normal
44,UgyDqe8Ne-WbJ9yP6LV4AaABAg,0,1760227200,yt_user_robonat_crooso,yt_video_2,comment,youtube,politics,manual,Hate
45,Ugwj7-_6ER1VgzVMx254AaABAg,0,1760227200,yt_user_sanjeewabandara2953,yt_video_2,comment,youtube,politics,manual,Hate
46,UgxaREmDrHAbW_GqjGt4AaABAg,0,1760227200,yt_user_BuddhikaPrabath-qi9eg,yt_video_2,comment,youtube,politics,manual,Hate
47,UgxDeQ0jRzg7iDP7r9d4AaABAg,0,1760227200,yt_user_kasunkulanga,yt_video_2,comment,youtube,politics,manual,Hate
48,UgyPaEfy23qa7CA0lSx4AaABAg,3,1760227200,yt_user_vidmimunasinghe7066,yt_video_2,comment,youtube,politics,manual,Hate
49,UgzFEWHZox6XdMNpw3l4AaABAg,4,1760227200,yt_user_Pradeepkumara-y8o,yt_video_2,comment,youtube,politics,manual,Hate
50,Ugyzq9EEZ_9yBa-TS7N4AaABAg,9,1760227200,yt_user_Kaveesha_Vimansi,yt_video_2,comment,youtube,politics,manual,Hate
51,Ugz81rmkxmyzRQdYXkZ4AaABAg,11,1760227200,yt_user_TehanRanga,yt_video_2,comment,youtube,politics,manual,Hate
52,UgyLWHwoSMDFBh-UaZV4AaABAg,1,1760227200,yt_user_BBbbb-o4n,yt_video_2,comment,youtube,politics,manual,Hate
53,UgxHG27mul-nF23Aufp4AaABAg,0,1760227200,yt_user_Ruki1416,yt_video_2,comment,youtube,politics,manual,Hate
54,UgzPz_BWWeKR6e9OXfN4AaABAg,10,1760227200,yt_user_malithdilshan900,yt_video_2,comment,youtube,politics,manual,Hate
55,Ugy0tAsLKtU26j2pSNp4AaABAg,27,1760227200,yt_user_Sl-r8m,yt_video_2,comment,youtube,politics,manual,Hate
56,UgyYW6QzGlXQakHWlex4AaABAg,1,1760227200,yt_user_hardinsciver5930,yt_video_2,comment,youtube,politics,manual,Normal
57,UgwkJBtJXBIW-oxsXOR4AaABAg,2,1760227200,yt_user_padhmalpeiris,yt_video_2,comment,youtube,politics,manual,Normal
58,Ugz0vp-qLIysNR8RBsp4AaABAg,8,1760227200,yt_user_Upm-s8k,yt_video_2,comment,youtube,politics,manual,Hate
59,UgxbSLmmvEXszjub6x14AaABAg,10,1760227200,yt_user_NadeeshanDDPremarathne,yt_video_2,comment,youtube,politics,manual,Normal
60,UgybzxjO9qCLq8qQlul4AaABAg,19,1760227200,yt_user_රකුස්ලේ,yt_video_2,comment,youtube,politics,manual,Hate
61,UgwgcMX2A5eVOsPb--54AaABAg,2,1760227200,yt_user_daneshkalhara4910,yt_video_2,comment,youtube,politics,manual,Hate
62,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMyvTUgpn-q,2,1760227200,yt_user_savinduKavishka-b7r,yt_video_2,comment,youtube,politics,manual,Hate
63,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMz-AJ6yQCH,1,1760227200,yt_user_daneshkalhara4910,yt_video_2,comment,youtube,politics,manual,Hate
64,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMzAgaWm1Jd,1,1760227200,yt_user_savinduKavishka-b7r,yt_video_2,comment,youtube,politics,manual,Hate
65,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AN30IN6R7bY,0,1760227200,yt_user_dilkidilki4236,yt_video_2,comment,youtube,politics,manual,Hate
66,UgwThYEt_FnMvrDIPX94AaABAg,0,1760227200,yt_user_shara4036,yt_video_2,comment,youtube,politics,manual,Hate
67,Ugxus3bO3qGpspxpWip4AaABAg,5,1760227200,yt_user_GayanSampath-rd5zp,yt_video_2,comment,youtube,politics,manual,Hate
68,Ugxjs-AOqg6hiZgq2854AaABAg,7,1760227200,yt_user_dhananjayakumarasingha,yt_video_2,comment,youtube,politics,manual,Hate
69,UgwRv19g8eV6Y-cfCml4AaABAg,4,1760227200,yt_user_Gyn-o9c,yt_video_2,comment,youtube,politics,manual,Normal
70,Ugx1DIb1wR86nQD9-CB4AaABAg,2,1760227200,yt_user_JayarajaSinha,yt_video_2,comment,youtube,politics,manual,Hate
71,UgxRNCHBh6ZPnS1MInJ4AaABAg,5,1760227200,yt_user_kaishu-p7o,yt_video_2,comment,youtube,politics,manual,Normal
72,UgzLDFsd-YMmsfjdQW54AaABAg,5,1760227200,yt_user_nirmaleevithana8321,yt_video_2,comment,youtube,politics,manual,Hate
73,UgzXsMMa5DFrO1Y7oRh4AaABAg,14,1760227200,yt_user_PriyaKbr,yt_video_2,comment,youtube,politics,manual,Normal
74,Ugy0QTVfM4Xte-eCeoZ4AaABAg,36,1760227200,yt_user_adda-nd,yt_video_2,comment,youtube,politics,manual,Hate
75,UgzdRIPMv4ki7Lj2Dax4AaABAg,40,1760227200,yt_user_KasunChanaka-bf3lb,yt_video_2,comment,youtube,politics,manual,Hate
76,UgzTYK9LpqsZ-WNmwI14AaABAg,32,1760227200,yt_user_KasunChanaka-bf3lb,yt_video_2,comment,youtube,politics,manual,Normal
77,Ugyco6DFJpEwehrKpTN4AaABAg,6,1760227200,yt_user_padeepsuranga2261,yt_video_2,comment,youtube,politics,manual,Hate
78,UgxFVmlBlonqY5t6M394AaABAg,1,1760227200,yt_user_KasunLasantha-k3c,yt_video_2,comment,youtube,politics,manual,Hate
79,UgysTEhbTJxv2FmBf_54AaABAg,2,1760227200,yt_user_janakimalkanthi7509,yt_video_2,comment,youtube,politics,manual,Hate
80,Ugxg8klRmTDo-qf7SL54AaABAg,21,1760227200,yt_user_අයේශිකා,yt_video_2,comment,youtube,politics,manual,Nomal
81,UgzmzsatN1zVwGrg_e94AaABAg,41,1760227200,yt_user_thavelogue_chronicles,yt_video_2,comment,youtube,politics,manual,Normal
82,Ugy2w0AafXA5Gyt3Fqh4AaABAg,5,1760227200,yt_user_lakishan5790,yt_video_2,comment,youtube,politics,manual,Hate
83,UgxH_-2yZuSRAagMTQd4AaABAg,16,1757635200,yt_user_GlobelHambantota,yt_video_2,comment,youtube,politics,manual,Hate
84,UgwrBn6XVQip8lIQi4B4AaABAg,32,1757635200,yt_user_ChandraSenarathperumaarachchig,yt_video_2,comment,youtube,politics,manual,Normal
85,UgyVVk-ejCyG1ml4pm54AaABAg,0,1757635200,yt_user_AjanthaDoluweera,yt_video_2,comment,youtube,politics,manual,Hate
86,Ugy06dTc2_3XDMqy4Td4AaABAg,14,1757635200,yt_user_nimaljayasiri6065,yt_video_2,comment,youtube,politics,manual,Hate
87,UgyPGvTTkm2gGScEgT94AaABAg,7,1757635200,yt_user_SKarunarathna777-e8o,yt_video_2,comment,youtube,politics,manual,Normal
88,Ugx4iyE2TWua4X7a3TJ4AaABAg,0,1757635200,yt_user_NishanthaMarasingha,yt_video_2,comment,youtube,politics,manual,Normal
89,UgwnGYveg9VucXHsCG54AaABAg,24,1757635200,yt_user_fizz-e4o,yt_video_2,comment,youtube,politics,manual,Hate
90,Ugwdms-S65-VUxEnFOZ4AaABAg,5,1757635200,yt_user_sandunthiwanka8804,yt_video_2,comment,youtube,politics,manual,Hate
91,UgxLxrorK-28UmHBYDF4AaABAg,1,1757635200,yt_user_sandunthiwanka8804,yt_video_2,comment,youtube,politics,manual,Normal
92,UgxJnlbm3CkKaS-Brkx4AaABAg,1,1757635200,yt_user_AnuBandara-n5h,yt_video_2,comment,youtube,politics,manual,Normal
93,UgymnWV0Djzy07ZPSnB4AaABAg,3,1757635200,yt_user_yajasaji5955,yt_video_2,comment,youtube,politics,manual,Normal
94,UgwmIUinF1y5VB3nwT14AaABAg,9,1757635200,yt_user_pathimindrani668,yt_video_2,comment,youtube,politics,manual,Hate
95,UgwmIUinF1y5VB3nwT14AaABAg.AMvWr-f3yiHAMvXCFm2Pd_,3,1757635200,yt_user_travelingandentertainment4930,yt_video_2,comment,youtube,politics,manual,Hate
96,UgwCnoKUpyIsPXZJMZV4AaABAg,0,1757635200,yt_user_Lukewrite,yt_video_2,comment,youtube,politics,manual,Hate
97,UgwCnoKUpyIsPXZJMZV4AaABAg.AMvWItV_WiBAN30M5mGZcA,1,1760227200,yt_user_dilkidilki4236,yt_video_2,comment,youtube,politics,manual,Normal
98,Ugx4C9kXVb3C7dbs64d4AaABAg,2,1757635200,yt_user_dineshmaddumage506,yt_video_2,comment,youtube,politics,manual,Hate
99,UgzCZ447t1drcyDlSvV4AaABAg,43,1757635200,yt_user_AmiliyaThathsarani,yt_video_2,comment,youtube,politics,manual,Normal
100,Ugx_2E46aPfIegApHNx4AaABAg,0,1757635200,yt_user_gayanchandrakumara8933,yt_video_2,comment,youtube,politics,manual,Hate
101,Ugw8IG7G3IxECK4o-6x4AaABAg,25,1757635200,yt_user_ttbro844,yt_video_2,comment,youtube,politics,manual,Normal
102,UgzDaPusZ8fw89-6s3F4AaABAg,22,1757635200,yt_user_Chalanagothaminawarathna,yt_video_2,comment,youtube,politics,manual,Normal
103,UgwzMJdt1EMeXf2aqoZ4AaABAg,88,1757635200,yt_user_bihanduhandapangoda,yt_video_2,comment,youtube,politics,manual,Normal
104,UgyPtCgNBm23FDWBLJZ4AaABAg,18,1757635200,yt_user_HasithaWijerathna-e7e,yt_video_2,comment,youtube,politics,manual,Normal
105,Ugx7u6ifO6ate9KJVTl4AaABAg,9,1757635200,yt_user_SURANGAGAMAGE,yt_video_2,comment,youtube,politics,manual,Hate
106,Ugx7u6ifO6ate9KJVTl4AaABAg.AMvS-I6XwUDAN308aj0t7s,0,1760227200,yt_user_dilkidilki4236,yt_video_2,comment,youtube,politics,manual,Hate
107,UgyPH1gRaDBO6ird6K14AaABAg,15,1757635200,yt_user_asankanimali5841,yt_video_2,comment,youtube,politics,manual,Hate
108,Ugxh8Msm7u1noeIEp_t4AaABAg,14,1757635200,yt_user_asankanimali5841,yt_video_2,comment,youtube,politics,manual,Hate
109,Ugz1-l8hoF-3UXeHRNx4AaABAg,63,1757635200,yt_user_asankanimali5841,yt_video_2,comment,youtube,politics,manual,Normal
110,UgyE91eoSe8MbGdf7YF4AaABAg,60,1757635200,yt_user_adeesharathnamalala,yt_video_2,comment,youtube,politics,manual,Hate
111,Ugx-5Isk9Iy529kM4u54AaABAg,52,1757635200,yt_user_ChwR-t7j,yt_video_2,comment,youtube,politics,manual,Normal
112,UgxV-b15whOQaJsLhRx4AaABAg,49,1757635200,yt_user_freedomis8551,yt_video_2,comment,youtube,politics,manual,Hate
113,UgyG_fFDogw6XpcKklJ4AaABAg,62,1757635200,yt_user_PramodhSenevirathna,yt_video_2,comment,youtube,politics,manual,Normal
114,UgznrlAO3merpcPZMwd4AaABAg,0,1757635200,yt_user_rusiruthiranjana7262,yt_video_2,comment,youtube,politics,manual,Hate
115,UgwNukC7bKh--j_PSvp4AaABAg,1,1757635200,yt_user_rusiruthiranjana7262,yt_video_2,comment,youtube,politics,manual,Hate
116,UgzTsO9aeLpfLx6X-nt4AaABAg,1,1757635200,yt_user_Mora_161,yt_video_2,comment,youtube,politics,manual,Hate
117,UgxBaDcVxP8kchytlMV4AaABAg,5,1757635200,yt_user_IndikaKumara-k2g,yt_video_2,comment,youtube,politics,manual,Hate
118,UgxBaDcVxP8kchytlMV4AaABAg.AMvP8vUP1Z4AN-vhlbSa2Q,0,1760227200,yt_user_savinduKavishka-b7r,yt_video_2,comment,youtube,politics,manual,Hate
119,UgyGck_POweexSN-y8h4AaABAg,94,1757635200,yt_user_voyageSVM,yt_video_2,comment,youtube,politics,manual,Hate
120,UgzGX0IH5qMaLsQgDEZ4AaABAg,3,1757635200,yt_user_wasanthabrahmacharee,yt_video_2,comment,youtube,politics,manual,Hate
121,UgzGX0IH5qMaLsQgDEZ4AaABAg.AMvP17fyH9mAN-ve-3Kic-,0,1760227200,yt_user_savinduKavishka-b7r,yt_video_2,comment,youtube,politics,manual,Hate
122,Ugy3_i2KnmlUHSGzQr14AaABAg,35,1757635200,yt_user_ViswaPrabath-g8o,yt_video_2,comment,youtube,politics,manual,Normal
123,UgymPPQ8bOnXxjP6Ghl4AaABAg,12,1757635200,yt_user_ViswaPrabath-g8o,yt_video_2,comment,youtube,politics,manual,Hate
124,Ugyhy5yqCWDxaJOHFud4AaABAg,0,1757635200,yt_user_christydonald4435,yt_video_2,comment,youtube,politics,manual,Normal
125,UgzjsDo6_DlAhWE9tIZ4AaABAg,3,1757635200,yt_user_bhanud9258,yt_video_2,comment,youtube,politics,manual,Hate
126,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAMvOldBbMv7,7,1757635200,yt_user_AKDමෛත්රීපාල,yt_video_2,comment,youtube,politics,manual,Normal
127,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAMwPsdZe_Qh,1,1760227200,yt_user_bhanud9258,yt_video_2,comment,youtube,politics,manual,Hate
128,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAN-OqwFwiIJ,1,1760227200,yt_user_SupervisorLk,yt_video_2,comment,youtube,politics,manual,Hate
129,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAN-P82WBgGt,1,1760227200,yt_user_AKDමෛත්රීපාල,yt_video_2,comment,youtube,politics,manual,Normal
130,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAN-Q204JEbz,0,1760227200,yt_user_SupervisorLk,yt_video_2,comment,youtube,politics,manual,Hate
131,UgzjsDo6_DlAhWE9tIZ4AaABAg.AMvOG0u4RkVAN-QLFNxTy4,0,1760227200,yt_user_SupervisorLk,yt_video_2,comment,youtube,politics,manual,Hate
132,Ugx2omstjh4mmuiuCZx4AaABAg,1,1757635200,yt_user_NalindaJayathilaka-d8m,yt_video_2,comment,youtube,politics,manual,Hate
133,Ugx7LweQKpNmMTDpp9B4AaABAg,26,1757635200,yt_user_janakabandara881,yt_video_2,comment,youtube,politics,manual,Normal
134,Ugx1JMvo7g9JO8HqCBl4AaABAg,36,1757635200,yt_user_WaruniPriyanandani,yt_video_2,comment,youtube,politics,manual,Normal
135,UgxsEijSSgbZO61OhBZ4AaABAg,11,1757635200,yt_user_Blackflagxll,yt_video_2,comment,youtube,politics,manual,Hate
136,UgxsEijSSgbZO61OhBZ4AaABAg.AMvO0YWJYzKAMwQB5Z-qcm,2,1760227200,yt_user_thavelogue_chronicles,yt_video_2,comment,youtube,politics,manual,Normal
137,UgxsEijSSgbZO61OhBZ4AaABAg.AMvO0YWJYzKAMwRASIKSf3,0,1760227200,yt_user_Blackflagxll,yt_video_2,comment,youtube,politics,manual,Hate
138,UgwPTu_eeHhYq32qvo14AaABAg,96,1757635200,yt_user_Neha-h6e2s,yt_video_2,comment,youtube,politics,manual,Normal
139,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvOcAzXdXK,7,1757635200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Normal
140,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvQ7QDWMxe,6,1757635200,yt_user_Neha-h6e2s,yt_video_2,comment,youtube,politics,manual,Normal
141,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvpr9Gqvzy,0,1757635200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Normal
142,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvrchPRiT9,1,1757635200,yt_user_Neha-h6e2s,yt_video_2,comment,youtube,politics,manual,Normal
143,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvvZ0v_ugf,0,1757635200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Normal
144,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMvvldCzrVz,0,1757635200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Normal
145,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMw0CfVKSPJ,0,1757635200,yt_user_Neha-h6e2s,yt_video_2,comment,youtube,politics,manual,Normal
146,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMw31G40Rze,4,1757635200,yt_user_nimaljayasiri6065,yt_video_2,comment,youtube,politics,manual,Normal
147,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMwNrXFwPnM,0,1760227200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Hate
148,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAMwOM9rJPKj,0,1760227200,yt_user_ChillestGuyEver00,yt_video_2,comment,youtube,politics,manual,Normal
149,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmAN-pN0Za7xt,1,1760227200,yt_user_Neha-h6e2s,yt_video_2,comment,youtube,politics,manual,Normal
150,UgwPTu_eeHhYq32qvo14AaABAg.AMvNoPFITbmANP8Bpojr3R,0,1760227200,yt_user_Name_000_0,yt_video_2,comment,youtube,politics,manual,Normal
151,Ugz1_bAv3Iv8uqpCru94AaABAg,5,1757635200,yt_user_ranjithnimal566,yt_video_2,comment,youtube,politics,manual,Normal
152,Ugz_NDweta282BzZPc54AaABAg,22,1757635200,yt_user_sportcalledcricket2009,yt_video_2,comment,youtube,politics,manual,Normal
153,Ugz_NDweta282BzZPc54AaABAg.AMvN66_kpk4AMvNuD8oYFT,1,1757635200,yt_user_ranjithnimal566,yt_video_2,comment,youtube,politics,manual,Hate
154,Ugz_NDweta282BzZPc54AaABAg.AMvN66_kpk4AMvOj-qIxgh,7,1757635200,yt_user_AKDමෛත්රීපාල,yt_video_2,comment,youtube,politics,manual,Hate
155,Ugz_NDweta282BzZPc54AaABAg.AMvN66_kpk4AN-v_bug-mO,0,1760227200,yt_user_savinduKavishka-b7r,yt_video_2,comment,youtube,politics,manual,Normal
156,UgzM9pQ3HqOSJJLVPth4AaABAg,19,1757635200,yt_user_DaddyDim,yt_video_2,comment,youtube,politics,manual,Hate
157,UgwSnaE6-w49xSR5knR4AaABAg,42,1757635200,yt_user_AKDමෛත්රීපාල,yt_video_2,comment,youtube,politics,manual,Normal
158,UgwSnaE6-w49xSR5knR4AaABAg.AMvMvh-OWlBAMvNsMLmO3Z,0,1757635200,yt_user_ranjithnimal566,yt_video_2,comment,youtube,politics,manual,Hate
159,UgwSnaE6-w49xSR5knR4AaABAg.AMvMvh-OWlBAMvOgwd7anc,6,1757635200,yt_user_AKDමෛත්රීපාල,yt_video_2,comment,youtube,politics,manual,Hate
160,UgzCIU_MjdmpXA4uZxV4AaABAg,18,1757635200,yt_user_KumuduniFrenado,yt_video_2,comment,youtube,politics,manual,Normal
161,UgyGZfronxik7vnhZGB4AaABAg,1,1765411200,yt_user_DominikSilva-o1k,yt_video_3,comment,youtube,politics,manual,Hate
162,UgxIpSDXTX-3Z3e3fyd4AaABAg,1,1765411200,yt_user_DominikSilva-o1k,yt_video_3,comment,youtube,politics,manual,Normal
163,UgyGEgiogOfj35qU1t94AaABAg,1,1765411200,yt_user_DominikSilva-o1k,yt_video_3,comment,youtube,politics,manual,Normal
164,Ugy4xhVSnHHulZnD6vV4AaABAg,0,1765152000,yt_user_dorawakarev.wimala2508,yt_video_3,comment,youtube,politics,manual,Hate
165,UgwuKSNFtlhOfwu3MY94AaABAg,0,1765065600,yt_user_NiranjalakusumRajapaksha-p1r,yt_video_3,comment,youtube,politics,manual,Hate
166,Ugyg8O1YhGhHBNZ80TB4AaABAg,0,1765065600,yt_user_AjithWasantha-n9j9j,yt_video_3,comment,youtube,politics,manual,Normal
167,UgzYgzhJt6W0WCD2a7h4AaABAg,0,1764979200,yt_user_subashinichandrasekara9885,yt_video_3,comment,youtube,politics,manual,Normal
168,Ugw0eVaEMTbKxyfVvL54AaABAg,0,1764806400,yt_user_subhashiranathunga3055,yt_video_3,comment,youtube,politics,manual,Hate
169,UgwIk5HVGkHF35ZAkIR4AaABAg,1,1764720000,yt_user_isharaudith7636,yt_video_3,comment,youtube,politics,manual,Normal
170,Ugy8kKY2YsfJMvmqCB54AaABAg,0,1764633600,yt_user_Sanjeewasampath-j9b,yt_video_3,comment,youtube,politics,manual,Hate
171,UgxmnYgjHpsWSXiLrGh4AaABAg,0,1764633600,yt_user_Sanjeewasampath-j9b,yt_video_3,comment,youtube,politics,manual,Hate
172,UgwxgQ2xh4wrzDUM-xh4AaABAg,0,1764547200,yt_user_wijethungachaminda7999,yt_video_3,comment,youtube,politics,manual,Hate
173,UgyZSuF5cg9TSO1O2Sh4AaABAg,0,1764460800,yt_user_chat8444,yt_video_3,comment,youtube,politics,manual,Normal
174,UgwTqQlwGGEo6I0QKHJ4AaABAg,0,1764374400,yt_user_Labro9,yt_video_3,comment,youtube,politics,manual,Normal
175,Ugxj57HehqjFJ6ZCwG14AaABAg,0,1764374400,yt_user_Raaa256,yt_video_3,comment,youtube,politics,manual,Normal
